#@RPOL@[ANGLE=] 2
# Note: first line starting with "#@RPOL@" is required for automatic 
# 1-D/2-D interpolation and table format switching (default is 1-D).
#
# Angle-dependent transmission for ASTRI camera window.
# Contributed by Giancarlo Cusumano, 2017-09-01,
# with extended wavelength and angular range (w.r.t 2017-07-24 version)
#
# wavelength/nm 12deg         16deg         20deg         24deg         28deg         32deg         36deg         40deg         44deg         48deg    52deg 56deg         60deg   64deg	68deg	72deg	76deg	80deg
#
# y values:
ANGLE=             12               16               20               24               28               32               36               40               44               48               52               56               60               64               68               72               76               80
# x + z values:
   280.000000      0.952600002      0.952799976      0.953400016      0.954599977      0.954500020      0.956300020      0.959100008      0.961199999      0.961700022      0.959200025      0.948499978      0.889900029      0.869199991      0.835500002      0.783699989      0.711300015      0.607100010      0.725099981    
   285.000000      0.944400012      0.944700003      0.947099984      0.950999975      0.954800010      0.960500002      0.966199994      0.970899999      0.972899973      0.968800008      0.951799989      0.888800025      0.865000010      0.825600028      0.770600021      0.696799994      0.597199976      0.720499992    
   290.000000      0.936999977      0.940400004      0.945699990      0.952799976      0.960300028      0.970099986      0.977199972      0.981500030      0.980400026      0.968999982      0.943000019      0.888899982      0.861500025      0.819999993      0.764800012      0.691100001      0.594500005      0.721199989    
   295.000000      0.939000010      0.944500029      0.953899980      0.962599993      0.972800016      0.981199980      0.987100005      0.987500012      0.979900002      0.960699975      0.929799974      0.888100028      0.859600008      0.816500008      0.762799978      0.690400004      0.598800004      0.725000024    
   300.000000      0.951300025      0.958999991      0.968500018      0.977599978      0.985199988      0.991299987      0.991900027      0.986299992      0.972999990      0.950699985      0.916599989      0.888000011      0.858799994      0.817200005      0.763999999      0.695200026      0.605000019      0.726999998    
   305.000000      0.969399989      0.976199985      0.983500004      0.989700019      0.993700027      0.993499994      0.988499999      0.978399992      0.963500023      0.942099988      0.911000013      0.887300014      0.858900011      0.819000006      0.768700004      0.703000009      0.610899985      0.728999972    
   310.000000      0.985300004      0.989499986      0.992900014      0.994199991      0.992900014      0.988499999      0.980300009      0.969600022      0.956700027      0.937600017      0.912000000      0.890100002      0.861599982      0.822899997      0.774299979      0.707599998      0.616800010      0.730499983    
   315.000000      0.992100000      0.992900014      0.992299974      0.989499986      0.984899998      0.978500009      0.971700013      0.963299990      0.953299999      0.938899994      0.917999983      0.889599979      0.864000022      0.829400003      0.778599977      0.713199973      0.617299974      0.731599987    
   320.000000      0.988699973      0.986500025      0.983299971      0.978999972      0.973699987      0.968599975      0.964500010      0.959699988      0.954100013      0.943700016      0.926299989      0.892400026      0.867699981      0.831300020      0.783999979      0.712599993      0.615700006      0.729499996    
   325.000000      0.976700008      0.973100007      0.970000029      0.965900004      0.963500023      0.962100029      0.960799992      0.960300028      0.958299994      0.950699985      0.933700025      0.894699991      0.870100021      0.837599993      0.784699976      0.711899996      0.613799989      0.727500021    
   330.000000      0.961399972      0.958800018      0.956399977      0.954900026      0.954900026      0.957700014      0.959900022      0.964600027      0.963599980      0.956399977      0.937500000      0.896399975      0.873499990      0.839100003      0.784399986      0.713299990      0.609099984      0.723999977    
   335.000000      0.947799981      0.947799981      0.947300017      0.948899984      0.951799989      0.957799971      0.964200020      0.968400002      0.969099998      0.960500002      0.937099993      0.900799990      0.875400007      0.841899991      0.788200021      0.709900022      0.605199993      0.721800029    
   340.000000      0.936900020      0.938799977      0.942099988      0.946600020      0.952400029      0.960699975      0.968800008      0.974300027      0.972899973      0.960699975      0.931500018      0.904100001      0.878400028      0.842400014      0.790199995      0.708100021      0.602500021      0.720700026    
   345.000000      0.931299984      0.935599983      0.941100001      0.947499990      0.954699993      0.965499997      0.973900020      0.977699995      0.973999977      0.957499981      0.924700022      0.907700002      0.882200003      0.843200028      0.787999988      0.707499981      0.601999998      0.721300006    
   350.000000      0.929799974      0.935100019      0.942499995      0.950699985      0.960600019      0.969600022      0.977500021      0.978900015      0.972000003      0.953700006      0.918299973      0.910399973      0.883499980      0.846000016      0.788699985      0.708299994      0.602199972      0.719200015    
   355.000000      0.931200027      0.938499987      0.945900023      0.954500020      0.964900017      0.974600017      0.979600012      0.978900015      0.969500005      0.949000001      0.912100017      0.911800027      0.885500014      0.845899999      0.791199982      0.711399972      0.605499983      0.721499979    
   360.000000      0.935400009      0.942600012      0.950500011      0.959800005      0.968900025      0.977199972      0.980499983      0.977999985      0.966300011      0.944700003      0.908699989      0.911400020      0.885999978      0.847100019      0.791899979      0.714399993      0.610099971      0.722700000    
   365.000000      0.940400004      0.946799994      0.954200029      0.963699996      0.971899986      0.978600025      0.980799973      0.976800025      0.964100003      0.941900015      0.907700002      0.910399973      0.887099981      0.848500013      0.795000017      0.718299985      0.612999976      0.727900028    
   370.000000      0.944500029      0.951300025      0.958999991      0.966499984      0.974300027      0.979200006      0.980300009      0.975899994      0.963699996      0.941799998      0.908800006      0.906599998      0.883499980      0.847800016      0.796800017      0.722299993      0.624700010      0.733699977    
   375.000000      0.949299991      0.954500020      0.961399972      0.968999982      0.975700021      0.978999972      0.980000019      0.976300001      0.963800013      0.943300009      0.912100017      0.904900014      0.880200028      0.847199976      0.796899974      0.726700008      0.632099986      0.735599995    
   380.000000      0.952499986      0.957300007      0.964299977      0.970499992      0.976499975      0.979200006      0.980099976      0.976400018      0.965099990      0.946500003      0.916400015      0.899500012      0.877600014      0.846300006      0.797399998      0.733699977      0.636200011      0.737999976    
