0.007663	2.3181e-23  	2.2898e-08  		
0.015326	2.0141e-22  	7.1671e-08  		
0.022989	1.6736e-21  	2.1454e-07  		
0.030652	1.33e-20    	6.142e-07   		
0.038315	1.0108e-19  	1.6816e-06  		
0.045978	7.3467e-19  	4.4031e-06  		
0.053642	5.1068e-18  	1.1026e-05  		
0.061305	3.3949e-17  	2.6405e-05  		
0.068968	2.1583e-16  	6.0475e-05  		
0.076631	1.3123e-15  	0.00013246  		
0.084294	7.6307e-15  	0.00027748  		
0.091957	4.2435e-14  	0.00055588  		
0.099620	2.2568e-13  	0.001065    		
0.107283	1.1479e-12  	0.0019514   		
0.114946	5.5835e-12  	0.0034195   		
0.122609	2.5974e-11  	0.0057306   		
0.130272	1.1556e-10  	0.0091845   		
0.137935	4.9167e-10  	0.014078    		
0.145598	2.0006e-09  	0.020636    		
0.153262	7.7855e-09  	0.02893     		
0.160925	2.8975e-08  	0.038787    		
0.168588	1.0313e-07  	0.049733    		
0.176251	3.5104e-07  	0.060985    		
0.183914	1.1427e-06  	0.071521    		
0.191577	3.5577e-06  	0.080219    		
0.199240	1.0593e-05  	0.086054    		
0.206903	3.0162e-05  	0.088302    		
0.214566	8.2137e-05  	0.086696    		
0.222229	0.00021391  	0.081507    		
0.229892	0.00053279  	0.073527    		
0.237555	0.0012691   	0.063992    		
0.245218	0.002891    	0.054501    		
0.252882	0.0062984   	0.047007    		
0.260545	0.013123    	0.043962    		
0.268208	0.026148    	0.048652    		
0.275871	0.049829    	0.065703    		
0.283534	0.090812    	0.10164     		
0.291197	0.15828     	0.16531     		
0.298860	0.26383     	0.26784     		
0.306523	0.42057     	0.42185     		
0.314186	0.64118     	0.63953     		
0.321849	0.93485     	0.92972     		
0.329512	1.3035      	1.2942      		
0.337175	1.7383      	1.7243      		
0.344838	2.2169      	2.1979      		
0.352502	2.7038      	2.6804      		
0.360165	3.1539      	3.1273      		
0.367828	3.5182      	3.4907      		
0.375491	3.7534      	3.7278      		
0.383154	3.8295      	3.809       		
0.390817	3.7367      	3.7243      		
0.398480	3.487       	3.4851      		
0.406143	3.1119      	3.122       		
0.413806	2.656       	2.6781      		
0.421469	2.168       	2.2011      		
0.429132	1.6924      	1.7344      		
0.436795	1.2634      	1.3117      		
0.444458	0.90206     	0.95359     		
0.452122	0.61594     	0.66807     		
0.459785	0.40222     	0.45271     		
0.467448	0.25119     	0.29846     		
0.475111	0.15003     	0.19318     		
0.482774	0.085694    	0.1245      		
0.490437	0.046813    	0.081588    		
0.498100	0.024458    	0.055917    		
0.505763	0.012224    	0.041351    		
0.513426	0.0058491   	0.03377     		
0.521089	0.0026902   	0.030565    		
0.528752	0.0012109   	0.030152    		
0.536415	0.00057594  	0.031587    		
0.544078	0.0003656   	0.034297    		
0.551741	0.00039637  	0.037914    		
0.559405	0.00062047  	0.042187    		
0.567068	0.0010787   	0.04694     		
0.574731	0.0018876   	0.052066    		
0.582394	0.003249    	0.057546    		
0.590057	0.0054749   	0.06348     		
0.597720	0.0090243   	0.070125    		
0.605383	0.014547    	0.077953    		
0.613046	0.022932    	0.087697    		
0.620709	0.035353    	0.10041     		
0.628372	0.0533      	0.11748     		
0.636035	0.078583    	0.14065     		
0.643698	0.1133      	0.17201     		
0.651361	0.15976     	0.21386     		
0.659025	0.22029     	0.26855     		
0.666688	0.29706     	0.33833     		
0.674351	0.39175     	0.42498     		
0.682014	0.50521     	0.52949     		
0.689677	0.63715     	0.65177     		
0.697340	0.78583     	0.7903      		
0.705003	0.94782     	0.94195     		
0.712666	1.118       	1.1019      		
0.720329	1.2896      	1.2639      		
0.727992	1.4547      	1.4202      		
0.735655	1.6047      	1.5629      		
0.743318	1.7312      	1.6837      		
0.750981	1.8265      	1.7752      		
0.758645	1.8844      	1.8316      		
0.766308	1.9013      	1.8492      		
0.773971	1.876       	1.8268      		
0.781634	1.8102      	1.7659      		
0.789297	1.7082      	1.6705      		
0.796960	1.5764      	1.5465      		
0.804623	1.4226      	1.4014      		
0.812286	1.2555      	1.2434      		
0.819949	1.0836      	1.0804      		
0.827612	0.91458     	0.91972     		
0.835275	0.7549      	0.76757     		
0.842938	0.60935     	0.62847     		
0.850601	0.48102     	0.50539     		
0.858265	0.37134     	0.39974     		
0.865928	0.28036     	0.31162     		
0.873591	0.20703     	0.24008     		
0.881254	0.14954     	0.18349     		
0.888917	0.1057      	0.13983     		
0.896580	0.073177    	0.10696     		
0.904243	0.049728    	0.082806    		
0.911906	0.033344    	0.065524    		
0.919569	0.022332    	0.053553    		
0.927232	0.015346    	0.045649    		
0.934895	0.011382    	0.040881    		
0.942558	0.0097499   	0.038598    		
0.950221	0.010035    	0.0384      		
0.957885	0.012062    	0.040099    		
0.965548	0.015858    	0.043686    		
0.973211	0.021622    	0.049304    		
0.980874	0.0297      	0.057229    		
0.988537	0.040561    	0.067848    		
0.996200	0.054774    	0.081637    		
1.003863	0.072978    	0.099143    		
1.011526	0.095849    	0.12095     		
1.019189	0.12405     	0.14763     		
1.026852	0.1582      	0.17972     		
1.034515	0.19878     	0.21765     		
1.042178	0.24607     	0.26166     		
1.049841	0.30012     	0.3118      		
1.057505	0.36065     	0.36779     		
1.065168	0.42697     	0.42902     		
1.072831	0.49804     	0.49452     		
1.080494	0.57235     	0.56292     		
1.088157	0.64804     	0.63252     		
1.095820	0.72291     	0.70128     		
1.103483	0.79452     	0.76699     		
1.111146	0.86033     	0.8273      		
1.118809	0.91784     	0.87991     		
1.126472	0.96473     	0.92271     		
1.134135	0.99905     	0.95388     		
1.141798	1.0193      	0.97206     		
1.149461	1.0246      	0.97645     		
1.157125	1.0148      	0.96681     		
1.164788	0.99018     	0.94356     		
1.172451	0.95191     	0.9077      		
1.180114	0.90161     	0.86073     		
1.187777	0.84136     	0.80457     		
1.195440	0.77354     	0.74144     		
1.203103	0.7007      	0.67367     		
1.210766	0.62535     	0.60359     		
1.218429	0.54987     	0.53339     		
1.226092	0.47638     	0.46502     		
1.233755	0.40665     	0.40012     		
1.241418	0.34204     	0.33994     		
1.249081	0.2835      	0.28536     		
1.256745	0.23161     	0.2369      		
1.264408	0.18656     	0.19474     		
1.272071	0.14825     	0.1588      		
1.279734	0.11637     	0.12877     		
1.287397	0.090424    	0.10421     		
1.295060	0.069832    	0.084584    		
1.302723	0.053983    	0.069335    		
1.310386	0.042283    	0.057918    		
1.318049	0.034189    	0.049837    		
1.325712	0.02924     	0.044674    		
1.333375	0.027073    	0.042096    		
1.341038	0.027423    	0.041865    		
1.348701	0.030129    	0.043833    		
1.356365	0.035117    	0.047933    		
1.364028	0.042394    	0.054171    		
1.371691	0.052027    	0.062604    		
1.379354	0.064123    	0.073327    		
1.387017	0.078809    	0.08645     		
1.394680	0.096205    	0.10208     		
1.402343	0.1164      	0.12029     		
