0.012022	2.3458e-23  	2.3172e-08  		
0.024045	2.0382e-22  	7.2529e-08  		
0.036067	1.6936e-21  	2.1711e-07  		
0.048089	1.3459e-20  	6.2155e-07  		
0.060112	1.0229e-19  	1.7017e-06  		
0.072134	7.4346e-19  	4.4558e-06  		
0.084156	5.1679e-18  	1.1158e-05  		
0.096179	3.4355e-17  	2.6721e-05  		
0.108201	2.1841e-16  	6.1199e-05  		
0.120224	1.328e-15   	0.00013405  		
0.132246	7.722e-15   	0.0002808   		
0.144268	4.2942e-14  	0.00056253  		
0.156291	2.2838e-13  	0.0010778   		
0.168313	1.1616e-12  	0.0019748   		
0.180335	5.6503e-12  	0.0034604   		
0.192358	2.6285e-11  	0.0057992   		
0.204380	1.1694e-10  	0.0092944   		
0.216402	4.9755e-10  	0.014246    		
0.228425	2.0246e-09  	0.020883    		
0.240447	7.8786e-09  	0.029276    		
0.252469	2.9321e-08  	0.039251    		
0.264492	1.0436e-07  	0.050327    		
0.276514	3.5524e-07  	0.061714    		
0.288536	1.1564e-06  	0.072376    		
0.300559	3.6003e-06  	0.081177    		
0.312581	1.0719e-05  	0.087081    		
0.324604	3.0523e-05  	0.089353    		
0.336626	8.312e-05   	0.087723    		
0.348648	0.00021647  	0.082463    		
0.360671	0.00053916  	0.074374    		
0.372693	0.0012843   	0.064703    		
0.384715	0.0029256   	0.055062    		
0.396738	0.0063737   	0.047421    		
0.408760	0.01328     	0.044254    		
0.420782	0.026461    	0.048872    		
0.432805	0.050425    	0.06594     		
0.444827	0.091899    	0.10204     		
0.456849	0.16017     	0.1661      		
0.468872	0.26699     	0.26937     		
0.480894	0.4256      	0.42458     		
0.492916	0.64885     	0.64403     		
0.504939	0.94603     	0.93668     		
0.516961	1.3191      	1.3043      		
0.528983	1.7591      	1.738       		
0.541006	2.2434      	2.2157      		
0.553028	2.7362      	2.7022      		
0.565051	3.1916      	3.1525      		
0.577073	3.5603      	3.5183      		
0.589095	3.7983      	3.7563      		
0.601118	3.8753      	3.8367      		
0.613140	3.7814      	3.7495      		
0.625162	3.5287      	3.5062      		
0.637185	3.1491      	3.138       		
0.649207	2.6878      	2.6884      		
0.661229	2.1939      	2.2057      		
0.673252	1.7126      	1.734       		
0.685274	1.2786      	1.3072      		
0.697296	0.91286     	0.94602     		
0.709319	0.62331     	0.6585      		
0.721341	0.40703     	0.44207     		
0.733363	0.2542      	0.28744     		
0.745386	0.15182     	0.18222     		
0.757408	0.08672     	0.11378     		
