0.015857	1.733e-14   	1.8171e-12 
0.031714	6.5505e-14  	5.6475e-12 
0.047571	2.4091e-13  	1.7085e-11 
0.063428	8.6198e-13  	5.0312e-11 
0.079285	3.0007e-12  	1.4424e-10 
0.095142	1.0163e-11  	4.0267e-10 
0.110999	3.3491e-11  	1.0947e-09 
0.126855	1.0737e-10  	2.8988e-09 
0.142712	3.3493e-10  	7.4786e-09 
0.158569	1.0164e-09  	1.8803e-08 
0.174426	3.0012e-09  	4.6086e-08 
0.190283	8.6218e-09  	1.1016e-07 
0.206140	2.4097e-08  	2.569e-07  
0.221997	6.5528e-08  	5.8482e-07 
0.237854	1.7337e-07  	1.3003e-06 
0.253711	4.4626e-07  	2.8253e-06 
0.269568	1.1176e-06  	6.0036e-06 
0.285425	2.7231e-06  	1.2485e-05 
0.301282	6.4554e-06  	2.5428e-05 
0.317139	1.4889e-05  	5.0759e-05 
0.332996	3.3411e-05  	9.9377e-05 
0.348853	7.2944e-05  	0.00019094 
0.364710	0.00015494  	0.00036023 
0.380566	0.00032021  	0.00066756 
0.396423	0.00064384  	0.0012154  
0.412280	0.0012595   	0.0021739  
0.428137	0.0023973   	0.0038194  
0.443994	0.0044392   	0.0065894  
0.459851	0.0079978   	0.011157   
0.475708	0.014019    	0.01853    
0.491565	0.023908    	0.030163   
0.507422	0.03967     	0.048089   
0.523279	0.064039    	0.075038   
0.539136	0.10058     	0.11451    
0.554993	0.1537      	0.1708     
0.570850	0.22851     	0.24882    
0.586707	0.33054     	0.35385    
0.602564	0.46517     	0.49097    
0.618421	0.63693     	0.66438    
0.634277	0.84849     	0.87646    
0.650134	1.0997      	1.1268     
0.665991	1.3868      	1.4115     
0.681848	1.7014      	1.7222     
0.697705	2.0308      	2.0463     
0.713562	2.3585      	2.3676     
0.729419	2.6649      	2.6669     
0.745276	2.9295      	2.9243     
0.761133	3.1333      	3.1212     
0.776990	3.2605      	3.2423     
0.792847	3.301       	3.278      
0.808704	3.2516      	3.2251     
0.824561	3.1161      	3.0879     
0.840418	2.9055      	2.8769     
0.856275	2.6358      	2.6082     
0.872132	2.3264      	2.3008     
0.887988	1.9977      	1.9749     
0.903845	1.669       	1.6494     
0.919702	1.3566      	1.3403     
0.935559	1.0729      	1.0598     
0.951416	0.82553     	0.81535    
0.967273	0.618       	0.61038    
0.983130	0.45013     	0.44465    
0.998987	0.31899     	0.31527    
1.014844	0.21997     	0.21764    
1.030701	0.14761     	0.14639    
1.046558	0.096443    	0.096105   
1.062415	0.061409    	0.061802   
1.078272	0.038208    	0.039241   
1.094129	0.023387    	0.025016   
1.109986	0.014323    	0.016545   
1.125843	0.0091254   	0.011963   
1.141699	0.0065055   	0.0099984  
1.157556	0.005639    	0.0098334  
1.173413	0.0060469   	0.010988   
1.189270	0.0074987   	0.013221   
1.205127	0.0099389   	0.01646    
1.220984	0.013435    	0.020751   
1.236841	0.018142    	0.02622    
1.252698	0.024275    	0.033051   
1.268555	0.032089    	0.041464   
1.284412	0.041865    	0.051704   
1.300269	0.053885    	0.06402    
1.316126	0.068415    	0.078647   
1.331983	0.085681    	0.095787   
1.347840	0.10584     	0.11558    
1.363697	0.12897     	0.13809    
1.379554	0.155       	0.16326    
1.395410	0.18376     	0.19091    
1.411267	0.21487     	0.22071    
1.427124	0.24783     	0.25218    
1.442981	0.28196     	0.28467    
1.458838	0.3164      	0.31739    
1.474695	0.35022     	0.34945    
1.490552	0.38237     	0.37986    
1.506409	0.41178     	0.4076     
1.522266	0.43741     	0.43169    
1.538123	0.4583      	0.45121    
1.553980	0.47365     	0.46539    
1.569837	0.48283     	0.47364    
1.585694	0.48549     	0.47562    
1.601551	0.48151     	0.47122    
1.617408	0.47106     	0.46059    
1.633265	0.45455     	0.44416    
1.649121	0.43264     	0.42254    
1.664978	0.40618     	0.39656    
1.680835	0.37614     	0.36716    
1.696692	0.34358     	0.33536    
1.712549	0.30956     	0.30219    
1.728406	0.27512     	0.26866    
1.744263	0.24118     	0.23565    
1.760120	0.20856     	0.20397    
1.775977	0.17792     	0.17423    
1.791834	0.14974     	0.14691    
1.807691	0.12434     	0.12232    
1.823548	0.10189     	0.10062    
1.839405	0.082436    	0.081842   
1.855262	0.065888    	0.065903   
1.871119	0.052081    	0.052639   
1.886975	0.040793    	0.041825   
1.902832	0.031762    	0.033204   
1.918689	0.024716    	0.026508   
1.934546	0.019388    	0.02147    
1.950403	0.015525    	0.017842   
1.966260	0.012904    	0.015402   
1.982117	0.01133     	0.013957   
1.997974	0.010642    	0.013347   
2.013831	0.010711    	0.013444   
2.029688	0.011435    	0.014148   
2.045545	0.012738    	0.015383   
2.061402	0.014561    	0.017091   
2.077259	0.016861    	0.019233   
2.093116	0.019602    	0.021774   
2.108973	0.022754    	0.024688   
2.124830	0.026285    	0.027946   
2.140686	0.03016     	0.031518   
2.156543	0.034336    	0.035367   
2.172400	0.038764    	0.039448   
2.188257	0.04338     	0.043706   
2.204114	0.048115    	0.048075   
2.219971	0.052886    	0.052482   
2.235828	0.057605    	0.056843   
2.251685	0.062175    	0.06107    
2.267542	0.066499    	0.065069   
2.283399	0.070475    	0.068748   
2.299256	0.07401     	0.072016   
2.315113	0.077015    	0.074789   
2.330970	0.079412    	0.076993   
2.346827	0.081138    	0.078567   
2.362684	0.082147    	0.079467   
2.378541	0.082411    	0.079666   
2.394397	0.081924    	0.079157   
2.410254	0.080698    	0.07795    
2.426111	0.078768    	0.076078   
2.441968	0.076184    	0.073589   
2.457825	0.073016    	0.070547   
2.473682	0.069344    	0.067029   
2.489539	0.065259    	0.063121   
2.505396	0.060859    	0.058915   
2.521253	0.056244    	0.054506   
2.537110	0.051511    	0.049988   
2.552967	0.046755    	0.045449   
2.568824	0.042063    	0.040971   
2.584681	0.03751     	0.036627   
2.600538	0.033164    	0.03248    
2.616395	0.029077    	0.028581   
2.632252	0.025291    	0.024967   
2.648108	0.021835    	0.021667   
2.663965	0.018726    	0.018697   
2.679822	0.015972    	0.016062   
2.695679	0.013571    	0.013761   
2.711536	0.011513    	0.011785   
2.727393	0.0097837   	0.010119   
2.743250	0.0083641   	0.0087458  
2.759107	0.0072319   	0.0076432  
2.774964	0.0063636   	0.006789   
2.790821	0.005735    	0.0061603  
2.806678	0.0053221   	0.0057346  
2.822535	0.0051019   	0.0054901  
2.838392	0.0050524   	0.0054065  
2.854249	0.0051533   	0.0054645  
2.870106	0.0053853   	0.0056465  
2.885963	0.0057307   	0.0059359  
2.901819	0.0061729   	0.0063175  
2.917676	0.0066961   	0.0067767  
2.933533	0.0072853   	0.0072996  
2.949390	0.007926    	0.0078729  
2.965247	0.0086038   	0.0084833  
2.981104	0.0093048   	0.0091178  
2.996961	0.010015    	0.0097634  
3.012818	0.01072     	0.010407   
3.028675	0.011407    	0.011036   
3.044532	0.012062    	0.011637   
3.060389	0.012673    	0.012199   
3.076246	0.013227    	0.01271    
3.092103	0.013713    	0.013159   
3.107960	0.014121    	0.013536   
3.123817	0.014443    	0.013835   
3.139674	0.014671    	0.014047   
3.155530	0.014803    	0.014168   
3.171387	0.014833    	0.014196   
3.187244	0.014763    	0.014129   
3.203101	0.014593    	0.013969   
3.218958	0.014327    	0.013719   
3.234815	0.01397     	0.013383   
3.250672	0.013529    	0.012969   
3.266529	0.013014    	0.012484   
3.282386	0.012433    	0.011938   
3.298243	0.011799    	0.01134    
3.314100	0.011123    	0.010702   
3.329957	0.010416    	0.010034   
3.345814	0.0096895   	0.0093482  
3.361671	0.008956    	0.0086544  
3.377528	0.0082257   	0.0079629  
3.393384	0.0075087   	0.0072832  
3.409241	0.0068139   	0.0066237  
3.425098	0.006149    	0.0059917  
3.440955	0.0055206   	0.0053935  
3.456812	0.0049339   	0.004834   
3.472669	0.0043931   	0.0043171  
3.488526	0.0039008   	0.0038456  
3.504383	0.0034588   	0.003421   
3.520240	0.0030676   	0.0030439  
3.536097	0.0027269   	0.0027143  
3.551954	0.0024356   	0.002431   
3.567811	0.0021919   	0.0021926  
3.583668	0.0019935   	0.0019968  
3.599525	0.0018376   	0.0018413  
3.615382	0.0017213   	0.0017231  
3.631239	0.0016411   	0.0016393  
3.647095	0.0015938   	0.0015867  
3.662952	0.0015757   	0.0015621  
3.678809	0.0015836   	0.0015623  
3.694666	0.0016138   	0.001584   
3.710523	0.0016631   	0.0016241  
3.726380	0.001728    	0.0016795  
