0.727933	1.4548      	1.4203      1.901902	0.35037     	0.34207     
0.735596	1.6048      	1.563       1.921922	0.38651     	0.37643     
0.743258	1.7313      	1.6838      1.941942	0.41697     	0.40552     
0.750920	1.8266      	1.7753      1.961962	0.43991     	0.42756     
0.758583	1.8845      	1.8317      1.981982	0.45387     	0.44114     
0.766245	1.9014      	1.8493      2.002002	0.45794     	0.44538     
0.773908	1.8761      	1.8269      2.022022	0.45185     	0.43999     
0.781570	1.8103      	1.766       2.042042	0.436       	0.42532     
0.789233	1.7083      	1.6706      2.062062	0.41143     	0.40234     
0.796895	1.5764      	1.5466      2.082082	0.37967     	0.37248     
0.804558	1.4227      	1.4015      2.102102	0.34264     	0.33754     
0.812220	1.2556      	1.2434      2.122122	0.30239     	0.29947     
0.819883	1.0836      	1.0804      2.142142	0.26099     	0.26021     
0.827545	0.91463     	0.91977     2.162162	0.22028     	0.22152     
0.835207	0.75494     	0.76761     2.182182	0.18182     	0.18487     
0.842870	0.60939     	0.62851     2.202202	0.14677     	0.15137     
0.850532	0.48105     	0.50542     2.222222	0.11586     	0.12173     
0.858195	0.37136     	0.39976     2.242242	0.08944     	0.09628     
0.865857	0.28038     	0.31163     2.262262	0.067527    	0.075054    
0.873520	0.20704     	0.24009     2.282282	0.049863    	0.057823    
0.881182	0.14955     	0.1835      2.302302	0.036017    	0.044194    
0.888845	0.10571     	0.13984     2.322322	0.025458    	0.033679    
0.896507	0.073181    	0.10696     2.342342	0.017625    	0.025761    
0.904170	0.049731    	0.08281     2.362362	0.011977    	0.019944    
0.911832	0.033345    	0.065528    2.382382	0.008031    	0.015782    
0.919494	0.022333    	0.053556    2.402402	0.0053787   	0.012898    
0.927157	0.015347    	0.045652    2.422422	0.0036961   	0.010995    
0.934819	0.011383    	0.040883    2.442442	0.0027415   	0.0098463   
0.942482	0.0097504   	0.0386      2.462462	0.0023483   	0.0092965   
0.950144	0.010036    	0.038402    2.482482	0.002417    	0.0092489   
0.957807	0.012063    	0.040101    2.502503	0.0029053   	0.0096581   
0.965469	0.015859    	0.043688    2.522523	0.0038195   	0.010522    
0.973132	0.021623    	0.049307    2.542543	0.0052078   	0.011875    
0.980794	0.029702    	0.057232    2.562563	0.0071534   	0.013784    
0.988457	0.040563    	0.067851    2.582583	0.0097694   	0.016341    
0.996119	0.054777    	0.081642    2.602603	0.013193    	0.019663    
1.003781	0.072982    	0.099148    2.622623	0.017577    	0.023879    
1.011444	0.095854    	0.12095     2.642643	0.023086    	0.02913     
1.019106	0.12406     	0.14764     2.662663	0.029879    	0.035557    
1.026769	0.15821     	0.17973     2.682683	0.038104    	0.043286    
1.034431	0.19879     	0.21766     2.702703	0.047876    	0.052421    
1.042094	0.24609     	0.26168     2.722723	0.059268    	0.063023    
1.049756	0.30014     	0.31182     2.742743	0.072287    	0.075099    
1.057419	0.36067     	0.36781     2.762763	0.086864    	0.088584    
1.065081	0.427       	0.42905     2.782783	0.10284     	0.10333     
1.072744	0.49807     	0.49455     2.802803	0.11996     	0.11911     
1.080406	0.57238     	0.56295     2.822823	0.13785     	0.13558     
1.088068	0.64808     	0.63255     2.842843	0.15608     	0.15234     
1.095731	0.72295     	0.70132     2.862863	0.17412     	0.16891     
1.103393	0.79456     	0.76703     2.882883	0.19136     	0.18473     
1.111056	0.86038     	0.82735     2.902903	0.20722     	0.19926     
1.118718	0.91789     	0.87996     2.922923	0.22107     	0.21193     
1.126381	0.96479     	0.92276     2.942943	0.23236     	0.22224     
1.134043	0.99911     	0.95393     2.962963	0.24063     	0.22975     
1.141706	1.0194      	0.97212     2.982983	0.24551     	0.23413     
1.149368	1.0247      	0.9765      3.003003	0.24679     	0.23518     
1.157031	1.0148      	0.96686     3.023023	0.24441     	0.23286     
1.164693	0.99023     	0.94361     3.043043	0.23849     	0.22726     
1.172355	0.95196     	0.90775     3.063063	0.22927     	0.21862     
1.180018	0.90166     	0.86077     3.083083	0.21716     	0.20731     
1.187680	0.8414      	0.80462     3.103103	0.20264     	0.19379     
1.195343	0.77359     	0.74148     3.123123	0.18631     	0.17858     
1.203005	0.70074     	0.67371     3.143143	0.16877     	0.16226     
1.210668	0.62538     	0.60362     3.163163	0.15062     	0.14538     
1.218330	0.5499      	0.53342     3.183183	0.13244     	0.12847     
1.225993	0.47641     	0.46505     3.203203	0.11474     	0.112       
1.233655	0.40667     	0.40014     3.223223	0.097943    	0.096371    
1.241318	0.34206     	0.33996     3.243243	0.082381    	0.081876    
1.248980	0.28352     	0.28538     3.263263	0.068283    	0.06873     
1.256642	0.23162     	0.23691     3.283283	0.055784    	0.057058    
1.264305	0.18657     	0.19475     3.303303	0.044933    	0.046904    
1.271967	0.14826     	0.15881     3.323323	0.035708    	0.038247    
1.279630	0.11638     	0.12878     3.343343	0.028029    	0.031015    
1.287292	0.090429    	0.10421     3.363363	0.021779    	0.025099    
1.294955	0.069836    	0.084589    3.383383	0.016819    	0.020373    
1.302617	0.053986    	0.069339    3.403403	0.013002    	0.0167      
1.310280	0.042285    	0.057921    3.423423	0.010184    	0.01395     
1.317942	0.034191    	0.04984     3.443443	0.0082345   	0.012003    
1.325605	0.029242    	0.044676    3.463463	0.0070427   	0.01076     
1.333267	0.027074    	0.042099    3.483483	0.0065206   	0.010139    
1.340929	0.027425    	0.041868    3.503504	0.0066051   	0.010083    
1.348592	0.03013     	0.043835    3.523524	0.0072567   	0.010557    
1.356254	0.035119    	0.047936    3.543544	0.0084581   	0.011545    
1.363917	0.042397    	0.054174    3.563564	0.010211    	0.013047    
1.371579	0.05203     	0.062607    3.583584	0.012531    	0.015078    
1.379242	0.064127    	0.073331    3.603604	0.015444    	0.017661    
1.386904	0.078813    	0.086454    3.623624	0.018981    	0.020822    
1.394567	0.09621     	0.10208     3.643644	0.023171    	0.024586    
1.402229	0.11641     	0.12029     3.663664	0.028036    	0.028971    
1.409891	0.13945     	0.14111     3.683684	0.033586    	0.033986    
1.417554	0.16531     	0.1645      3.703704	0.039812    	0.039619    
1.425216	0.19384     	0.19034     3.723724	0.046684    	0.045842    
1.432879	0.2248      	0.2184      3.743744	0.054142    	0.052599    
1.440541	0.25785     	0.24833     3.763764	0.0621      	0.059809    
1.448204	0.29248     	0.2797      3.783784	0.070441    	0.067365    
1.455866	0.32808     	0.31195     3.803804	0.079016    	0.07513     
1.463529	0.36395     	0.34441     3.823824	0.087654    	0.082948    
1.471191	0.39926     	0.37634     3.843844	0.096157    	0.090638    
1.478854	0.43313     	0.40694     3.863864	0.10432     	0.098009    
1.486516	0.46467     	0.4354      3.883884	0.11191     	0.10486     
1.494178	0.49297     	0.4609      3.903904	0.11873     	0.111       
1.501841	0.51719     	0.48268     3.923924	0.12456     	0.11625     
1.509503	0.53659     	0.50005     3.943944	0.12923     	0.12043     
1.517166	0.55054     	0.51246     3.963964	0.13259     	0.12342     
1.524828	0.55858     	0.5195      3.983984	0.13453     	0.12512     
1.532491	0.56045     	0.52093     4.004004	0.13498     	0.12546     
1.540153	0.5561      	0.51669     4.024024	0.13393     	0.12444     
1.547816	0.54565     	0.50694     4.044044	0.13142     	0.12209     
1.555478	0.52947     	0.49197     4.064064	0.12752     	0.11849     
1.563141	0.50807     	0.47228     4.084084	0.12236     	0.11374     
1.570803	0.48213     	0.44848     4.104104	0.11612     	0.10801     
1.578465	0.45245     	0.42129     4.124124	0.10897     	0.10146     
1.586128	0.4199      	0.39151     4.144144	0.10113     	0.094292    
1.593790	0.38538     	0.35996     4.164164	0.092816    	0.086694    
1.601453	0.3498      	0.32747     4.184184	0.084247    	0.078868    
1.609115	0.31403     	0.2948      4.204204	0.07563     	0.071001    
1.616778	0.27883     	0.26268     4.224224	0.067155    	0.063265    
1.624440	0.24491     	0.23173     4.244244	0.058985    	0.05581     
1.632103	0.21284     	0.20246     4.264264	0.05126     	0.048761    
1.639765	0.18306     	0.17528     4.284284	0.044088    	0.042215    
1.647428	0.1559      	0.15049     4.304304	0.037548    	0.036244    
1.655090	0.13158     	0.12826     4.324324	0.03169     	0.030891    
1.662752	0.11019     	0.1087      4.344344	0.026539    	0.026181    
1.670415	0.091758    	0.091819    4.364364	0.022099    	0.022114    
1.678077	0.076219    	0.077555    4.384384	0.018357    	0.018678    
1.685740	0.063465    	0.065811    4.404404	0.015285    	0.01585     
1.693402	0.053355    	0.056454    4.424424	0.01285     	0.013596    
1.701065	0.045726    	0.049337    4.444444	0.011013    	0.011882    
1.708727	0.040415    	0.044308    4.464464	0.0097336   	0.010671    
1.716390	0.037264    	0.041225    4.484484	0.0089746   	0.0099286   
1.724052	0.036131    	0.039957    4.504505	0.0087018   	0.0096233   
1.731715	0.036895    	0.040393    4.524525	0.0088858   	0.0097284   
1.739377	0.039455    	0.042442    4.544545	0.0095025   	0.010222    
1.747039	0.043731    	0.046029    4.564565	0.010532    	0.011086    
1.754702	0.049657    	0.051095    4.584585	0.01196     	0.012306    
1.762364	0.057179    	0.05759     4.604605	0.013771    	0.01387     
1.770027	0.066245    	0.065467    4.624625	0.015954    	0.015767    
1.777689	0.076796    	0.074674    4.644645	0.018496    	0.017985    
1.785352	0.088763    	0.085148    4.664665	0.021378    	0.020507    
1.793014	0.10205     	0.096807    4.684685	0.024579    	0.023315    
1.800677	0.11655     	0.10954     4.704705	0.02807     	0.026383    
1.808339	0.1321      	0.12322     4.724725	0.031814    	0.029677    
1.816002	0.1485      	0.13768     4.744745	0.035766    	0.033158    
1.823664	0.16555     	0.1527      4.764765	0.039871    	0.036776    
1.831326	0.18296     	0.16805     4.784785	0.044064    	0.040473    
1.838989	0.20044     	0.18347     4.804805	0.048273    	0.044187    
1.846651	0.21765     	0.19866     4.824825	0.05242     	0.047846    
1.854314	0.23426     	0.21332     4.844845	0.056421    	0.051376    
1.861976	0.24991     	0.22712     4.864865	0.060189    	0.0547      
1.869639	0.26424     	0.23975     4.884885	0.06364     	0.057742    
1.877301	0.27691     	0.25092     4.904905	0.066692    	0.060431    
1.884964	0.28762     	0.26033     4.924925	0.06927     	0.062699    
1.892626	0.29608     	0.26776     4.944945	0.071309    	0.064487    
1.900289	0.30209     	0.273       4.964965	0.072755    	0.065751    
1.907951	0.30548     	0.27593     4.984985	0.073572    	0.066454    
1.915613	0.30617     	0.27645     5.005005	0.073738    	0.06658     
1.923276	0.30413     	0.27455     5.025025	0.073248    	0.066123    
1.930938	0.29943     	0.27028     5.045045	0.072115    	0.065095    
1.938601	0.29219     	0.26376     5.065065	0.070371    	0.063524    
1.946263	0.28259     	0.25515     5.085085	0.06806     	0.061451    
1.953926	0.27089     	0.24467     5.105105	0.065242    	0.058927    
1.961588	0.25739     	0.23259     5.125125	0.061989    	0.056017    
1.969251	0.2424      	0.21919     5.145145	0.058379    	0.05279     
1.976913	0.22628     	0.20479     5.165165	0.054498    	0.049323    
1.984576	0.20939     	0.18971     5.185185	0.050431    	0.045691    
1.992238	0.1921      	0.17427     5.205205	0.046265    	0.041971    
1.999900	0.17473     	0.15876     5.225225	0.042081    	0.038236    
2.007563	0.1576      	0.14347     5.245245	0.037957    	0.034553    
2.015225	0.14101     	0.12865     5.265265	0.033961    	0.030985    
2.022888	0.1252      	0.11452     5.285285	0.030153    	0.027582    
2.030550	0.11037     	0.10127     5.305305	0.026582    	0.02439     
2.038213	0.096691    	0.089037    5.325325	0.023287    	0.021444    
2.045875	0.084286    	0.077929    5.345345	0.0203      	0.018769    
2.053538	0.073238    	0.068023    5.365365	0.017639    	0.016383    
2.061200	0.063598    	0.059362    5.385385	0.015317    	0.014297    
2.068863	0.055386    	0.051963    5.405405	0.013339    	0.012515    
2.076525	0.048598    	0.04582     5.425425	0.011704    	0.011035    
2.084187	0.043208    	0.040911    5.445445	0.010406    	0.0098531   
2.091850	0.039179    	0.0372      5.465465	0.009436    	0.0089594   
2.099512	0.036462    	0.034644    5.485485	0.0087815   	0.0083438   
2.107175	0.035001    	0.033192    5.505506	0.0084296   	0.007994    
2.114837	0.034737    	0.032791    5.525526	0.0083662   	0.0078975   
2.122500	0.03561     	0.033387    5.545546	0.0085765   	0.0080409   
2.130162	0.037559    	0.034924    5.565566	0.0090457   	0.008411    
2.137825	0.040519    	0.037346    5.585586	0.0097586   	0.0089944   
2.145487	0.044427    	0.040596    5.605606	0.0107      	0.0097773   
2.153150	0.049216    	0.044616    5.625626	0.011853    	0.010745    
2.160812	0.054813    	0.049342    5.645646	0.013201    	0.011884    
2.168474	0.061142    	0.054705    5.665666	0.014725    	0.013175    
2.176137	0.068114    	0.060631    5.685686	0.016405    	0.014602    
2.183799	0.075636    	0.067036    5.705706	0.018216    	0.016145    
2.191462	0.083601    	0.07383     5.725726	0.020135    	0.017781    
2.199124	0.091892    	0.080909    5.745746	0.022131    	0.019486    
2.206787	0.10038     	0.088165    5.765766	0.024176    	0.021234    
2.214449	0.10893     	0.095477    5.785786	0.026235    	0.022995    
2.222112	0.1174      	0.10272     5.805806	0.028274    	0.024739    
2.229774	0.12563     	0.10976     5.825826	0.030256    	0.026436    
2.237437	0.13347     	0.11648     5.845846	0.032145    	0.028052    
2.245099	0.14077     	0.12273     5.865866	0.033904    	0.029558    
2.252761	0.14739     	0.12839     5.885886	0.035498    	0.030921    
2.260424	0.15319     	0.13334     5.905906	0.036894    	0.032114    
2.268086	0.15804     	0.13748     5.925926	0.038062    	0.03311     
2.275749	0.16184     	0.14071     5.945946	0.038978    	0.033889    
2.283411	0.16451     	0.14297     5.965966	0.039621    	0.034433    
2.291074	0.16599     	0.1442      5.985986	0.039977    	0.03473     
2.298736	0.16624     	0.14438     6.006006	0.040038    	0.034772    
2.306399	0.16527     	0.14349     6.026026	0.039803    	0.034558    
2.314061	0.16309     	0.14156     6.046046	0.039278    	0.034094    
2.321723	0.15975     	0.13864     6.066066	0.038474    	0.033389    
2.329386	0.15533     	0.13478     6.086086	0.03741     	0.03246     
2.337048	0.14992     	0.13007     6.106106	0.036108    	0.031325    
2.344711	0.14365     	0.12461     6.126126	0.034597    	0.03001     
2.352373	0.13664     	0.11851     6.146146	0.032909    	0.028542    
2.360036	0.12904     	0.1119      6.166166	0.031078    	0.026951    
2.367698	0.12099     	0.10491     6.186186	0.029141    	0.025268    
2.375361	0.11266     	0.097674    6.206206	0.027133    	0.023524    
2.383023	0.10418     	0.090312    6.226226	0.02509     	0.021751    
2.390686	0.0957      	0.082952    6.246246	0.023048    	0.019978    
2.398348	0.087359    	0.075711    6.266266	0.02104     	0.018234    
2.406010	0.07928     	0.068696    6.286286	0.019094    	0.016545    
2.413673	0.07157     	0.062002    6.306306	0.017237    	0.014933    
2.421335	0.064326    	0.055711    6.326326	0.015492    	0.013417    
2.428998	0.057626    	0.049889    6.346346	0.013879    	0.012015    
2.436660	0.051534    	0.044593    6.366366	0.012411    	0.01074     
2.444323	0.046097    	0.039862    6.386386	0.011102    	0.0096005   
2.451985	0.041349    	0.035727    6.406406	0.0099586   	0.0086046   
2.459648	0.037312    	0.032204    6.426426	0.0089862   	0.0077561   
2.467310	0.033993    	0.029301    6.446446	0.008187    	0.0070568   
2.474973	0.031393    	0.027016    6.466466	0.0075607   	0.0065065   
2.482635	0.0295      	0.02534     6.486486	0.0071048   	0.0061029   
2.490297	0.028297    	0.024258    6.506507	0.006815    	0.0058422   
2.497960	0.02776     	0.023748    6.526527	0.0066858   	0.0057195   
2.505622	0.027861    	0.023786    6.546547	0.0067101   	0.0057286   
2.513285	0.028565    	0.024342    6.566567	0.0068798   	0.0058625   
2.520947	0.029836    	0.025383    6.586587	0.0071859   	0.0061133   
2.528610	0.031633    	0.026875    6.606607	0.0076184   	0.0064726   
2.536272	0.033909    	0.028778    6.626627	0.0081668   	0.0069309   
2.543935	0.036619    	0.031051    6.646647	0.0088193   	0.0074784   
2.551597	0.039709    	0.03365     6.666667	0.0095636   	0.0081044   
2.559260	0.043125    	0.036528    6.686687	0.010386    	0.0087975   
2.566922	0.046808    	0.039634    6.706707	0.011273    	0.0095456   
2.574584	0.050697    	0.042916    6.726727	0.01221     	0.010336    
2.582247	0.054725    	0.046319    6.746747	0.01318     	0.011155    
2.589909	0.058826    	0.049783    6.766767	0.014168    	0.01199     
2.597572	0.06293     	0.053251    6.786787	0.015156    	0.012825    
2.605234	0.066965    	0.056662    6.806807	0.016128    	0.013647    
2.612897	0.07086     	0.059956    6.826827	0.017066    	0.01444     
2.620559	0.074546    	0.063073    6.846847	0.017954    	0.01519     
2.628222	0.077956    	0.065956    6.866867	0.018775    	0.015885    
2.635884	0.081025    	0.068552    6.886887	0.019514    	0.01651     
2.643547	0.083697    	0.070811    6.906907	0.020158    	0.017054    
2.651209	0.085919    	0.072691    6.926927	0.020693    	0.017507    
2.658871	0.087649    	0.074154    6.946947	0.021109    	0.017859    
2.666534	0.088852    	0.075172    6.966967	0.021399    	0.018104    
2.674196	0.089507    	0.075725    6.986987	0.021557    	0.018238    
2.681859	0.089598    	0.075802    7.007007	0.021579    	0.018256    
2.689521	0.089126    	0.075402    7.027027	0.021465    	0.01816     
2.697184	0.088099    	0.074533    7.047047	0.021218    	0.017951    
2.704846	0.086538    	0.073212    7.067067	0.020842    	0.017632    
2.712509	0.084475    	0.071465    7.087087	0.020345    	0.017212    
2.720171	0.081948    	0.069327    7.107107	0.019736    	0.016697    
2.727834	0.079006    	0.066837    7.127127	0.019028    	0.016097    
2.735496	0.075705    	0.064043    7.147147	0.018233    	0.015424    
2.743158	0.072105    	0.060995    7.167167	0.017366    	0.01469     
2.750821	0.068269    	0.057748    7.187187	0.016442    	0.013908    
2.758483	0.064265    	0.054358    7.207207	0.015478    	0.013092    
2.766146	0.060157    	0.05088     7.227227	0.014488    	0.012254    
2.773808	0.056012    	0.04737     7.247247	0.01349     	0.011409    
2.781471	0.051893    	0.04388     7.267267	0.012498    	0.010568    
2.789133	0.047859    	0.040462    7.287287	0.011527    	0.009745    
2.796796	0.043965    	0.037161    7.307307	0.010588    	0.00895     
2.804458	0.040258    	0.034019    7.327327	0.0096959   	0.0081931   
2.812121	0.036784    	0.031071    7.347347	0.0088591   	0.0074832   
2.819783	0.033578    	0.028349    7.367367	0.0080869   	0.0068275   
2.827445	0.03067     	0.025878    7.387387	0.0073867   	0.0062324   
2.835108	0.028085    	0.023678    7.407407	0.006764    	0.0057026   
2.842770	0.02584     	0.021763    7.427427	0.0062233   	0.0052415   
2.850433	0.023946    	0.020144    7.447447	0.0057671   	0.0048516   
2.858095	0.022408    	0.018825    7.467467	0.0053969   	0.0045339   
2.865758	0.021229    	0.017807    7.487487	0.0051128   	0.0042886   
2.873420	0.020403    	0.017085    7.507508	0.0049138   	0.0041147   
2.881083	0.019922    	0.016652    7.527528	0.004798    	0.0040105   
2.888745	0.019773    	0.016499    7.547548	0.0047622   	0.0039736   
2.896408	0.019942    	0.016611    7.567568	0.0048028   	0.0040006   
2.904070	0.020408    	0.016973    7.587588	0.0049151   	0.0040878   
2.911732	0.021151    	0.017567    7.607608	0.005094    	0.0042308   
2.919395	0.022145    	0.018371    7.627628	0.0053335   	0.0044246   
2.927057	0.023365    	0.019365    7.647648	0.0056274   	0.0046639   
2.934720	0.024783    	0.020524    7.667668	0.0059687   	0.0049429   
2.942382	0.026367    	0.021822    7.687688	0.0063502   	0.0052556   
2.950045	0.028086    	0.023234    7.707708	0.0067642   	0.0055956   
2.957707	0.029906    	0.024731    7.727728	0.0072027   	0.0059563   
2.965370	0.031795    	0.026286    7.747748	0.0076576   	0.0063307   
2.973032	0.033717    	0.027869    7.767768	0.0081206   	0.006712    
2.980695	0.035638    	0.029452    7.787788	0.0085831   	0.0070933   
2.988357	0.037523    	0.031006    7.807808	0.009037    	0.0074675   
2.996019	0.039337    	0.032502    7.827828	0.009474    	0.0078279   
3.003682	0.041049    	0.033914    7.847848	0.0098862   	0.008168    
3.011344	0.042627    	0.035216    7.867868	0.010266    	0.0084816   
3.019007	0.044042    	0.036385    7.887888	0.010607    	0.0087629   
3.026669	0.045269    	0.037397    7.907908	0.010903    	0.0090069   
3.034332	0.046286    	0.038236    7.927928	0.011148    	0.0092089   
3.041994	0.047073    	0.038886    7.947948	0.011337    	0.0093653   
3.049657	0.047616    	0.039334    7.967968	0.011468    	0.0094732   
3.057319	0.047904    	0.039572    7.987988	0.011537    	0.0095305   
3.064982	0.047933    	0.039595    8.008008	0.011544    	0.0095362   
3.072644	0.047702    	0.039404    8.028028	0.011489    	0.00949     
3.080306	0.047214    	0.039       8.048048	0.011371    	0.0093929   
3.087969	0.046479    	0.038392    8.068068	0.011194    	0.0092464   
3.095631	0.045509    	0.03759     8.088088	0.01096     	0.0090533   
3.103294	0.044321    	0.036608    8.108108	0.010674    	0.0088168   
3.110956	0.042936    	0.035463    8.128128	0.010341    	0.008541    
3.118619	0.041377    	0.034175    8.148148	0.0099654   	0.0082306   
3.126281	0.039671    	0.032764    8.168168	0.0095545   	0.0078909   
3.133944	0.037846    	0.031254    8.188188	0.0091148   	0.0075274   
3.141606	0.03593     	0.02967     8.208208	0.0086534   	0.0071458   
3.149268	0.033954    	0.028035    8.228228	0.0081774   	0.006752    
3.156931	0.031946    	0.026374    8.248248	0.007694    	0.0063521   
3.164593	0.029937    	0.024712    8.268268	0.00721     	0.0059516   
3.172256	0.027953    	0.02307     8.288288	0.0067324   	0.0055561   
3.179918	0.026022    	0.02147     8.308308	0.0062673   	0.0051709   
3.187581	0.024168    	0.019933    8.328328	0.0058206   	0.0048008   
3.195243	0.022411    	0.018477    8.348348	0.0053975   	0.00445     
3.202906	0.020772    	0.017117    8.368368	0.0050028   	0.0041225   
3.210568	0.019267    	0.015867    8.388388	0.0046404   	0.0038214   
3.218231	0.01791     	0.014738    8.408408	0.0043135   	0.0035495   
3.225893	0.016711    	0.013739    8.428428	0.0040248   	0.0033089   
3.233555	0.015679    	0.012876    8.448448	0.0037761   	0.0031011   
3.241218	0.014817    	0.012154    8.468468	0.0035686   	0.0029271   
