228    0.0011	# Extrapolated
357.0383	0.24440093896713616
357.1945	0.24463004694835677
357.3509	0.24474460093896716
357.5072	0.2449164319248826
357.6636	0.245030985915493
357.8199	0.24514553990610327
357.9762	0.24531737089201883
358.1326	0.2454319248826291
358.2889	0.24554647887323944
358.4452	0.2457183098591549
358.6015	0.24583286384976527
358.7579	0.24606197183098588
358.9142	0.24611924882629108
359.0705	0.24634835680751177
359.2268	0.2464629107981221
359.3832	0.24663474178403758
359.5394	0.2467492957746479
359.6958	0.24697840375586855
359.8521	0.24703568075117374
360.0085	0.24726478873239438
360.1648	0.2473793427230047
360.3211	0.24755117370892019
360.4774	0.24766572769953052
360.6338	0.2478948356807512
360.7901	0.24806666666666669
360.9464	0.24818122065727702
361.1028	0.24841032863849766
361.2591	0.24846760563380285
361.4154	0.24869671361502346
361.5716	0.24881126760563382
361.7281	0.24909765258215963
361.8843	0.24921220657276996
362.0407	0.24938403755868546
362.1971	0.24961314553990613
362.3534	0.24978497652582163
362.5097	0.24989953051643196
362.666	0.2501286384976526
362.8224	0.25030046948356804
362.9787	0.25052957746478877
363.135	0.2507014084507042
363.2913	0.2509305164319249
363.4477	0.25115962441314554
363.604	0.25133145539906104
363.7604	0.2515605633802817
363.9167	0.25173239436619715
364.073	0.2520760563380282
364.2294	0.25224788732394365
364.3857	0.2524769953051643
364.542	0.25276338028169015
364.6984	0.2529924882629108
364.8547	0.25316431924882626
365.011	0.2534507042253521
365.1674	0.2537943661971831
365.3237	0.2539661971830986
365.48	0.2543098591549296
365.6364	0.25459624413145543
365.7927	0.25488262910798126
365.9491	0.2552262910798122
366.1054	0.25551267605633804
366.2617	0.2557990610328639
366.4181	0.2561427230046948
366.5744	0.25631455399061037
366.7308	0.2566582159624413
366.8871	0.256887323943662
367.0434	0.257230985915493
367.1998	0.2575746478873239
367.3561	0.25786103286384976
367.5125	0.2580901408450704
367.6688	0.25849107981220654
367.8251	0.25877746478873237
367.9815	0.25906384976525826
368.1378	0.2594075117370892
368.2942	0.25969389671361504
368.4505	0.25998028169014087
368.6068	0.26032394366197187
368.7631	0.2606103286384977
368.9195	0.2608967136150235
369.0759	0.2612403755868545
369.2322	0.2615267605633803
369.3886	0.2619276995305165
369.5449	0.26221408450704226
369.7012	0.26255774647887326
369.8576	0.2627868544600939
370.0139	0.26313051643192487
370.1703	0.2634741784037559
370.3266	0.2637605633802817
370.4828	0.26404694835680753
370.6393	0.26439061032863853
370.7955	0.2646769953051643
370.952	0.26496338028169014
371.1083	0.2653070422535211
371.2647	0.2655934272300469
371.421	0.26587981220657275
371.5773	0.2663380281690141
371.7337	0.2666244131455399
371.89	0.26691079812206575
372.0464	0.2672544600938967
372.2027	0.26754084507042253
372.359	0.26782723004694836
372.5154	0.26817089201877936
372.6717	0.2684572769953052
372.8281	0.268743661971831
372.9844	0.26914460093896714
373.1408	0.2694882629107981
373.2971	0.2697746478873239
373.4534	0.27006103286384975
373.6098	0.27040469483568075
373.7661	0.2706910798122066
373.9224	0.27109201877934275
374.0788	0.2713784037558686
374.2352	0.2717220657276995
374.3915	0.2719511737089202
374.5478	0.2722948356807512
374.7042	0.2726384976525822
374.8605	0.27303943661971836
375.0169	0.27332582159624413
375.1732	0.27366948356807513
375.3296	0.27395586854460097
375.4859	0.27424225352112674
375.6421	0.2746431924882629
375.7986	0.2749868544600939
375.9548	0.27527323943661974
376.1113	0.2755596244131456
376.2676	0.2759032863849766
376.424	0.2763042253521127
376.5803	0.27653333333333335
376.7366	0.2769342723004695
376.893	0.2772206572769953
377.0493	0.27762159624413146
377.2057	0.2779079812206573
377.362	0.27825164319248824
377.5184	0.2785380281690141
377.6747	0.2788244131455399
377.831	0.2792253521126761
377.9874	0.279569014084507
378.1437	0.27985539906103285
378.3001	0.280256338028169
378.4564	0.2806
378.6128	0.28088638497652585
378.7691	0.2811727699530517
378.9255	0.2815737089201878
379.0818	0.2819173708920188
379.2381	0.2822037558685446
379.3945	0.28249014084507046
379.5508	0.28312018779342724
379.7072	0.28380751173708924
379.8636	0.284437558685446
380.02	0.28506760563380285
380.1763	0.2855830985915493
380.3327	0.2860985915492958
380.4889	0.28655680751173707
380.6454	0.2870150234741784
380.8018	0.28747323943661973
380.9581	0.28793145539906106
381.1145	0.2883323943661972
381.2708	0.2888478873239437
381.4272	0.2891342723004695
381.5835	0.28953521126760556
381.7399	0.2899361502347418
381.8961	0.2902225352112676
382.0526	0.29062347417840373
382.2089	0.29096713615023473
382.3652	0.29125352112676056
382.5215	0.2915971830985915
382.6779	0.2919981220657277
382.8343	0.2922845070422535
382.9906	0.2925708920187794
383.147	0.2929145539906103
383.3033	0.29320093896713617
383.4596	0.29348732394366195
383.616	0.29371643192488267
383.7723	0.29400281690140845
383.9285	0.29434647887323945
384.085	0.29451830985915495
384.2413	0.2948046948356808
384.3977	0.29503380281690145
384.554	0.2953201877934272
384.7103	0.2955492957746479
384.8667	0.2957211267605634
385.023	0.29595023474178406
385.1793	0.2961793427230047
385.3356	0.296293896713615
385.492	0.2965802816901409
385.6482	0.2967521126760564
385.8046	0.296981220657277
385.9609	0.29715305164319256
386.1173	0.29726760563380283
386.2736	0.29749671361502344
386.4299	0.2976112676056338
386.5863	0.29778309859154933
386.7426	0.29789765258215967
386.8989	0.2980694835680751
387.0552	0.29818403755868544
387.2116	0.29829859154929583
387.3679	0.2984131455399061
387.5242	0.2985849765258216
387.6804	0.29869953051643194
387.8369	0.29881408450704233
387.9931	0.2989286384976526
388.1495	0.2989859154929577
388.3058	0.2991004694835681
388.4621	0.29921502347417844
388.6185	0.2993295774647887
388.7748	0.2994441314553991
388.9311	0.2995014084507042
389.0874	0.2996159624413146
389.2437	0.2996732394366197
389.4001	0.29978779342723005
389.5564	0.29990234741784033
389.7127	0.3000169014084507
389.869	0.30013145539906105
390.0254	0.3002460093896714
390.1817	0.3003605633802817
390.338	0.3003605633802817
390.4943	0.30041784037558683
390.6505	0.3005323943661972
390.8069	0.30064694835680755
390.9633	0.30064694835680755
391.1196	0.3007615023474179
391.2759	0.300818779342723
391.4322	0.30087605633802816
391.5885	0.3009906103286385
391.7449	0.30116244131455405
391.9012	0.3012769953051644
392.0575	0.3012769953051644
392.2138	0.3013342723004695
392.37	0.3014488262910798
392.5265	0.30156338028169016
392.6827	0.30167793427230044
392.8391	0.30173521126760566
392.9954	0.30173521126760566
393.1517	0.301849765258216
393.3081	0.3019643192488263
393.4644	0.3020788732394366
393.6207	0.30219342723004694
393.777	0.30219342723004694
393.9333	0.30219342723004694
394.0897	0.30236525821596244
394.246	0.3024798122065728
394.4022	0.3025943661971831
394.5586	0.3025943661971831
394.7149	0.3026516431924883
394.8712	0.30276619718309855
395.0276	0.30288075117370894
395.1839	0.3029953051643193
395.3402	0.3029953051643193
395.4965	0.3031098591549296
395.6528	0.3031671361502347
395.8092	0.30328169014084505
395.9655	0.3033962441314554
396.1218	0.3035107981220657
396.2781	0.3035107981220657
396.4344	0.30356807511737094
396.5908	0.3036826291079812
396.7471	0.30379718309859155
396.9034	0.3039117370892018
397.0597	0.3040262910798122
397.216	0.3040262910798122
397.3724	0.3040835680751174
397.5287	0.3041981220657277
397.685	0.3042553990610329
397.8413	0.3043699530516432
397.9976	0.3043699530516432
398.1539	0.3044845070422535
398.3103	0.3045990610328639
398.4666	0.3047136150234742
398.6229	0.3047136150234742
398.7792	0.3048281690140845
398.9355	0.3048281690140845
399.0919	0.3049427230046948
399.2482	0.3049427230046948
399.4045	0.305
399.5608	0.305
399.717	0.3051145539906103
399.8734	0.3051145539906103
400.0297	0.30522910798122066
400.1861	0.30522910798122066
400.3424	0.30522910798122066
400.4987	0.30522910798122066
400.655	0.305343661971831
400.8113	0.305343661971831
400.9676	0.305343661971831
401.1239	0.305343661971831
401.2802	0.305343661971831
401.4365	0.305343661971831
401.5929	0.30540093896713616
401.7492	0.30540093896713616
401.9055	0.30540093896713616
402.0618	0.30540093896713616
402.2181	0.30540093896713616
402.3744	0.30540093896713616
402.5307	0.30540093896713616
402.687	0.305343661971831
402.8434	0.305343661971831
402.9997	0.305343661971831
403.156	0.305343661971831
403.3123	0.305343661971831
403.4686	0.305343661971831
403.6249	0.30522910798122066
403.7812	0.30522910798122066
403.9375	0.30522910798122066
404.0937	0.30522910798122066
404.2501	0.3051145539906103
404.4064	0.3051145539906103
404.5628	0.3051145539906103
404.7191	0.305
404.8754	0.305
405.0317	0.305
405.188	0.3049427230046948
405.3443	0.3049427230046948
405.5006	0.3048281690140845
405.6569	0.3048281690140845
405.8132	0.3048281690140845
405.9695	0.3047136150234742
406.1258	0.3047136150234742
406.2821	0.3045990610328639
406.4384	0.3045990610328639
406.5947	0.3044845070422535
406.7511	0.3044845070422535
406.9074	0.3043699530516432
407.0637	0.3043699530516432
407.22	0.3042553990610329
407.3763	0.3041981220657277
407.5326	0.3041981220657277
407.6888	0.3040835680751174
407.8452	0.3040835680751174
408.0015	0.3040262910798122
408.1578	0.3039117370892018
408.3141	0.3039117370892018
408.4704	0.30379718309859155
408.6267	0.30379718309859155
408.783	0.3036826291079812
408.9393	0.30356807511737094
409.0956	0.30356807511737094
409.2519	0.3035107981220657
409.4082	0.3033962441314554
409.5645	0.3033962441314554
409.7208	0.30328169014084505
409.8771	0.3031671361502347
410.0335	0.3031671361502347
410.1898	0.3031098591549296
410.3461	0.3031098591549296
410.5024	0.3029953051643193
410.6587	0.30288075117370894
410.815	0.30288075117370894
410.9713	0.30276619718309855
411.1276	0.3026516431924883
411.2839	0.3026516431924883
411.4402	0.3025943661971831
411.5965	0.3024798122065728
411.7528	0.3024798122065728
411.9091	0.30236525821596244
412.0654	0.30236525821596244
412.2217	0.30219342723004694
412.378	0.30219342723004694
412.5343	0.30219342723004694
412.6905	0.3020788732394366
412.8469	0.3019643192488263
413.0032	0.3019643192488263
413.1596	0.301849765258216
413.3159	0.301849765258216
413.4722	0.30173521126760566
413.6284	0.30173521126760566
413.7848	0.30167793427230044
413.9411	0.30167793427230044
414.0974	0.30156338028169016
414.2537	0.30156338028169016
414.41	0.3014488262910798
414.5663	0.3014488262910798
414.7226	0.3013342723004695
414.8789	0.3013342723004695
415.0352	0.3012769953051644
415.1915	0.3012769953051644
415.3477	0.30116244131455405
415.5041	0.30116244131455405
415.6604	0.30116244131455405
415.8168	0.3009906103286385
415.9731	0.3009906103286385
416.1294	0.30087605633802816
416.2857	0.30087605633802816
416.442	0.300818779342723
416.5983	0.300818779342723
416.7546	0.300818779342723
416.9109	0.3007615023474179
417.0672	0.3007615023474179
417.2235	0.30064694835680755
417.3798	0.30064694835680755
417.5361	0.3005323943661972
417.6924	0.3005323943661972
417.8488	0.3005323943661972
418.0051	0.30041784037558683
418.1614	0.30041784037558683
418.3176	0.3003605633802817
418.474	0.3003605633802817
418.6303	0.3002460093896714
418.7866	0.3002460093896714
418.9428	0.3002460093896714
419.0992	0.30013145539906105
419.2555	0.30013145539906105
419.4118	0.3000169014084507
419.5681	0.3000169014084507
419.7244	0.29990234741784033
419.8807	0.29990234741784033
420.037	0.29978779342723005
420.1933	0.29978779342723005
420.3497	0.2996732394366197
420.506	0.2996732394366197
420.6623	0.2996159624413146
420.8186	0.2996159624413146
420.9748	0.2995014084507042
421.1312	0.2995014084507042
421.2875	0.2994441314553991
421.4438	0.2994441314553991
421.6	0.2993295774647887
421.7564	0.2993295774647887
421.9127	0.29921502347417844
422.069	0.29921502347417844
422.2253	0.2991004694835681
422.3816	0.2991004694835681
422.5379	0.2989859154929577
422.6942	0.2989859154929577
422.8505	0.2989286384976526
423.0069	0.2989286384976526
423.1632	0.29881408450704233
423.3195	0.29869953051643194
423.4758	0.29869953051643194
423.632	0.2985849765258216
423.7884	0.2984704225352113
423.9447	0.2984704225352113
424.101	0.2984131455399061
424.2572	0.29829859154929583
424.4136	0.29829859154929583
424.5699	0.29818403755868544
424.7262	0.2980694835680751
424.8824	0.2980694835680751
425.0388	0.29801220657276994
425.1951	0.29789765258215967
425.3514	0.29778309859154933
425.5077	0.29778309859154933
425.664	0.297668544600939
425.8203	0.2976112676056338
425.9766	0.29749671361502344
426.1329	0.29738215962441317
426.2892	0.29738215962441317
426.4455	0.29726760563380283
426.6018	0.29715305164319256
426.7581	0.2970957746478874
