#DataThief /Users/oxon/Desktop/Untitled 5.png Thursday 26-Apr-2018 10:29:59 AM
268.8651, 0.1813
269.0215, 0.1815
269.1778, 0.1815
269.3341, 0.1817
269.4904, 0.1817
269.6467, 0.1818
269.803, 0.182
269.9594, 0.1822
270.1157, 0.1824
270.272, 0.1826
270.4283, 0.1826
270.5846, 0.1827
270.741, 0.1829
270.8973, 0.1831
271.0536, 0.1834
271.2099, 0.1836
271.3663, 0.1838
271.5226, 0.184
271.6789, 0.1842
271.8352, 0.1844
271.9916, 0.1847
272.1479, 0.1849
272.3042, 0.1852
272.4605, 0.1856
272.6169, 0.1858
272.7732, 0.1861
272.9295, 0.1865
273.0858, 0.1865
273.2422, 0.187
273.3985, 0.1874
273.5548, 0.1877
273.7112, 0.1881
273.8675, 0.1884
274.0238, 0.1888
274.1802, 0.1891
274.3365, 0.1897
274.4928, 0.19
274.6492, 0.1904
274.8054, 0.1909
274.9618, 0.1914
275.1182, 0.1918
275.2745, 0.1923
275.4309, 0.1929
275.5872, 0.1934
275.7435, 0.1941
275.8999, 0.1945
276.0562, 0.1952
276.2126, 0.1959
276.3689, 0.1966
276.5253, 0.1973
276.6816, 0.198
276.838, 0.1987
276.9943, 0.1994
277.1507, 0.2003
277.307, 0.201
277.4634, 0.2018
277.6197, 0.2025
277.7761, 0.2032
277.9324, 0.2039
278.0888, 0.2046
278.2452, 0.2055
278.4015, 0.2062
278.5579, 0.2069
278.7142, 0.2076
278.8706, 0.2083
279.0269, 0.209
279.1833, 0.2099
279.3396, 0.2106
279.496, 0.2114
279.6522, 0.2121
279.8087, 0.2128
279.9649, 0.2137
280.1214, 0.2144
280.2777, 0.2151
280.4341, 0.2158
280.5904, 0.2167
280.7468, 0.2174
280.9031, 0.2181
281.0594, 0.2187
281.2159, 0.2197
281.3721, 0.2204
281.5286, 0.2211
281.6848, 0.2219
281.8413, 0.2227
281.9976, 0.2235
282.154, 0.2242
282.3103, 0.2251
282.4667, 0.2258
282.623, 0.2265
282.7793, 0.2274
282.9357, 0.2281
283.0921, 0.2288
283.2485, 0.2297
283.4048, 0.2304
283.5612, 0.2311
283.7175, 0.232
283.8739, 0.2327
284.0302, 0.2334
284.1865, 0.2343
284.3429, 0.2349
284.4993, 0.2359
284.6556, 0.2366
284.812, 0.2375
284.9684, 0.2382
285.1247, 0.2391
285.2811, 0.2398
285.4374, 0.2405
285.5937, 0.2414
285.7501, 0.2421
285.9064, 0.2429
286.0629, 0.2439
286.2192, 0.2446
286.3756, 0.2455
286.5319, 0.2462
286.6883, 0.2471
286.8446, 0.2478
287.001, 0.2487
287.1573, 0.2496
287.3136, 0.2503
287.4701, 0.2511
287.6263, 0.2521
287.7828, 0.2528
287.9391, 0.2537
288.0955, 0.2546
288.2519, 0.2555
288.4082, 0.2564
288.5646, 0.257
288.7208, 0.258
288.8773, 0.2588
289.0336, 0.2597
289.19, 0.2606
289.3464, 0.2615
289.5027, 0.2624
289.6591, 0.2633
289.8155, 0.2644
289.9718, 0.2652
290.1282, 0.2661
290.2845, 0.267
290.4409, 0.2681
290.5973, 0.2692
290.7536, 0.27
290.91, 0.2711
291.0664, 0.2722
291.2227, 0.2732
291.3791, 0.2745
291.5354, 0.2757
291.6919, 0.277
291.8483, 0.2784
292.0047, 0.2796
292.1611, 0.2811
292.3174, 0.2823
292.4738, 0.2837
292.6301, 0.285
292.7866, 0.2862
292.943, 0.2876
293.0994, 0.2889
293.2557, 0.2901
293.4121, 0.2913
293.5685, 0.2928
293.7248, 0.2941
293.8813, 0.2953
294.0377, 0.2965
294.194, 0.2978
294.3504, 0.299
294.5068, 0.3005
294.6632, 0.3017
294.8195, 0.3029
294.9759, 0.3042
295.1323, 0.3054
295.2887, 0.3067
295.4451, 0.3079
295.6015, 0.3092
295.7579, 0.3104
295.9142, 0.3117
296.0706, 0.3129
296.227, 0.3141
296.3834, 0.3154
296.5398, 0.3166
296.6961, 0.3179
296.8525, 0.3191
297.0089, 0.3204
297.1653, 0.3216
297.3216, 0.3227
297.478, 0.3239
297.6343, 0.3252
297.7908, 0.3264
297.9472, 0.3277
298.1036, 0.3289
298.2599, 0.33
298.4163, 0.3312
298.5727, 0.3325
298.729, 0.3336
298.8854, 0.3348
299.0418, 0.336
299.1982, 0.3373
299.3546, 0.3383
299.5109, 0.3396
299.6673, 0.3408
299.8237, 0.3418
299.9801, 0.3431
300.1364, 0.3442
300.2928, 0.3454
300.4492, 0.3465
300.6056, 0.3477
300.762, 0.3488
300.9183, 0.3501
301.0747, 0.3511
301.2311, 0.3522
301.3874, 0.3533
301.5438, 0.3545
301.7002, 0.3556
301.8566, 0.3566
302.0129, 0.3577
302.1693, 0.3588
302.3256, 0.3598
302.482, 0.3609
302.6383, 0.362
302.7948, 0.363
302.951, 0.3639
303.1075, 0.365
303.2639, 0.3659
303.4202, 0.3668
303.5766, 0.3677
303.733, 0.3686
303.8893, 0.3693
304.0457, 0.37
304.202, 0.3707
304.3584, 0.3718
304.5148, 0.373
304.6711, 0.374
304.8275, 0.3751
304.9839, 0.3764
305.1403, 0.3775
305.2966, 0.3785
305.453, 0.3796
305.6094, 0.3807
305.7657, 0.3817
305.9221, 0.3828
306.0785, 0.3839
306.2349, 0.3849
306.3912, 0.386
306.5476, 0.3871
306.704, 0.3879
306.8603, 0.389
307.0167, 0.3901
307.1731, 0.391
307.3294, 0.392
307.4858, 0.3931
307.6421, 0.394
307.7985, 0.3951
307.9548, 0.3959
308.1113, 0.397
308.2676, 0.3979
308.424, 0.3988
308.5804, 0.3999
308.7367, 0.4007
308.8931, 0.4016
309.0493, 0.4027
309.2058, 0.4036
309.3622, 0.4045
309.5185, 0.4054
309.6749, 0.4062
309.8312, 0.4072
309.9876, 0.4082
310.144, 0.4091
310.3003, 0.41
310.4567, 0.4109
310.6131, 0.4118
310.7694, 0.4127
310.9258, 0.4136
311.0821, 0.4144
311.2385, 0.4153
311.3949, 0.4162
311.5512, 0.4171
311.7076, 0.418
311.8639, 0.4189
312.0203, 0.4198
312.1767, 0.4208
312.333, 0.4217
312.4894, 0.4228
312.6458, 0.4239
312.8021, 0.4248
312.9585, 0.4258
313.1149, 0.4269
313.2713, 0.428
313.4276, 0.429
313.584, 0.4299
313.7404, 0.431
313.8967, 0.432
314.0531, 0.4331
314.2095, 0.4342
314.3658, 0.4351
314.5222, 0.4361
314.6785, 0.4372
314.8349, 0.4381
314.9912, 0.4392
315.1477, 0.44
315.304, 0.4411
315.4604, 0.442
315.6168, 0.4429
315.7731, 0.4438
315.9295, 0.4447
316.0858, 0.4456
316.2422, 0.4465
316.3986, 0.4473
316.5549, 0.4481
316.7113, 0.4489
316.8676, 0.4497
317.024, 0.4504
317.1803, 0.4513
317.3367, 0.452
317.4929, 0.4527
317.6494, 0.4534
317.8056, 0.4541
317.9621, 0.455
318.1184, 0.4557
318.2748, 0.4564
318.4311, 0.4571
318.5875, 0.4578
318.7439, 0.4586
318.9002, 0.4594
319.0566, 0.4601
319.2129, 0.4607
319.3693, 0.4614
319.5255, 0.4621
319.682, 0.4628
319.8383, 0.4633
319.9946, 0.4641
320.151, 0.4646
320.3073, 0.4653
320.4637, 0.4658
320.62, 0.4664
320.7764, 0.4668
320.9327, 0.4674
321.089, 0.468
321.2454, 0.4685
321.4017, 0.4689
321.5581, 0.4694
321.7144, 0.4699
321.8707, 0.4703
322.0271, 0.4708
322.1834, 0.4712
322.3397, 0.4717
322.4961, 0.4721
322.6524, 0.4724
322.8087, 0.4727
322.9651, 0.4731
323.1214, 0.4735
323.2777, 0.4738
323.4341, 0.4742
323.5904, 0.4745
323.7467, 0.4748
323.903, 0.4751
324.0594, 0.4754
324.2157, 0.4758
324.3719, 0.476
324.5283, 0.4763
324.6846, 0.4765
324.841, 0.4767
324.9973, 0.4769
325.1536, 0.4772
325.31, 0.4774
325.4663, 0.4776
325.6226, 0.4779
325.7789, 0.4781
325.9353, 0.4783
326.0916, 0.4785
326.2479, 0.4786
326.4042, 0.4788
326.5605, 0.479
326.7168, 0.4792
326.8732, 0.4793
327.0295, 0.4795
327.1858, 0.4797
327.3421, 0.4799
327.4985, 0.4801
327.6548, 0.4802
327.8111, 0.4804
327.9674, 0.4806
328.1238, 0.4808
328.2801, 0.4809
328.4364, 0.4809
328.5927, 0.4811
328.749, 0.4813
328.9053, 0.4815
329.0617, 0.4817
329.218, 0.4818
329.3743, 0.482
329.5306, 0.482
329.6869, 0.4822
329.8433, 0.4824
329.9996, 0.4826
330.1559, 0.4827
330.3122, 0.4828
330.4685, 0.483
330.6249, 0.4833
330.7812, 0.4834
330.9375, 0.4836
331.0937, 0.4838
331.2502, 0.484
331.4064, 0.4842
331.5628, 0.4845
331.7191, 0.4847
331.8754, 0.4849
332.0318, 0.4849
332.1881, 0.4852
332.3444, 0.4854
332.5007, 0.4858
332.6571, 0.4861
332.8134, 0.4863
332.9697, 0.4865
333.126, 0.4868
333.2824, 0.487
333.4386, 0.4874
333.595, 0.4875
333.7513, 0.4879
333.9077, 0.4882
334.064, 0.4886
334.2203, 0.4888
334.3767, 0.4891
334.533, 0.4895
334.6893, 0.4898
334.8457, 0.4902
335.002, 0.4906
335.1583, 0.4909
335.3147, 0.4914
335.471, 0.4918
335.6273, 0.4923
335.7837, 0.4927
335.94, 0.4932
336.0963, 0.4938
336.2527, 0.4943
336.409, 0.4948
336.5654, 0.4954
336.7217, 0.4961
336.878, 0.4966
337.0344, 0.4973
337.1908, 0.498
337.3471, 0.4989
337.5034, 0.4996
337.6598, 0.5005
337.8162, 0.5016
337.9726, 0.5026
338.1289, 0.5037
338.2852, 0.505
338.4417, 0.5064
338.5981, 0.508
338.7545, 0.5099
338.911, 0.5121
339.0674, 0.5146
339.2239, 0.5178
339.3804, 0.5211
339.5369, 0.5243
339.6934, 0.5272
339.8498, 0.5304
340.0065, 0.5364
340.1632, 0.5443
340.3197, 0.5485
340.4763, 0.5512
