228	0.0011
240	0.0200
254	0.0419
270	0.0665
280	0.0798
289	0.0967
296	0.1165
320	0.1759
350	0.2383
365	0.2534
380	0.2850
390	0.3002
400	0.3052
410	0.3032
420	0.2998
430	0.2948
440	0.2851
450	0.2757
460	0.2660
470	0.2546
480	0.2434
490	0.2321
500	0.2204
510	0.2083
520	0.1955
530	0.1821
540	0.1714
550	0.1623
560	0.1570
570	0.1523
580	0.1465
590	0.1427
600	0.1402
610	0.1380
620	0.1335
630	0.1226
640	0.1058
650	0.0948
660	0.0894
670	0.0857
680	0.0824
690	0.0789
700	0.0753
710	0.0716
720	0.0680
730	0.0646
740	0.0613
750	0.0582
760	0.0553
770	0.0526
780	0.0501
790	0.0475
800	0.0450
810	0.0424
820	0.0400
830	0.0374
840	0.0348
850	0.0319
860	0.0292
870	0.0265
880	0.0241
890	0.0220
900	0.0204
910	0.0193
920	0.0183
930	0.0172
940	0.0162
950	0.0151
960	0.0140
970	0.0130
980	0.0119
990	0.0109
1000	0.0098
