#THETA: 0. 1.
200    0.0052936
210    0.0013936
220    0.000572
230    0.0003952
240    0.0003224
250    0.0016328
260    0.132621
270    0.459753
280    0.758732
290    0.885862
300    0.919246
310    0.931965
320    0.938309
330    0.941138
340    0.946244
350    0.948511
360    0.95237
370    0.953701
380    0.954814
390    0.956467
400    0.957112
410    0.957663
420    0.957944
430    0.95887
440    0.959598
450    0.959275
451    0.959379
460    0.960045
470    0.960097
480    0.960846
490    0.96069
500    0.96122
510    0.961345
520    0.961428
530    0.961563
540    0.961823
550    0.962094
560    0.962749
570    0.96278
580    0.963144
590    0.963009
600    0.962842
610    0.962988
620    0.963404
630    0.96355
640    0.963695
650    0.963664
660    0.963726
670    0.964163
680    0.963997
690    0.963872
700    0.964018
710    0.964226
720    0.963404
730    0.962853
740    0.963342
750    0.963768
760    0.964881
770    0.964829
780    0.965442
790    0.964974
800    0.965286
810    0.965286
820    0.965276
830    0.965141
840    0.964735
850    0.963789
860    0.962291
870    0.961106
880    0.952702
890    0.947804
900    0.948303
910    0.955521
920    0.959816
930    0.962676
940    0.962853
950    0.962499
960    0.961522
970    0.958277
980    0.955895
990    0.953534
1000    0.949666
